question,answer,context,id,task,direction,size
does ranking 7 or 3 have the least amount of listings?,3,csv/204-csv/741.csv,nt-9682,,,
how many silver medals did india win in shooting?,2,csv/204-csv/103.csv,nt-9683,,,
what was the certification of the last title on this chart?,Platinum,csv/203-csv/325.csv,nt-9684,,,
how many acres do aversley wood and brampton wood have when added together?,477,csv/204-csv/124.csv,nt-9685,,,
what was the highest score achieved by rhein fire?,31,csv/204-csv/123.csv,nt-9686,,,
what was the largest number of consecutive wins?,2,csv/203-csv/47.csv,nt-9687,,,
which country finished last?,Latvia,csv/204-csv/466.csv,nt-9688,,,
what is the last name on the list?,David Furnish,csv/204-csv/866.csv,nt-9689,,,
who won more gold medals than spain?,Great Britain (GBR)|Brazil (BRA),csv/203-csv/175.csv,nt-9690,,,
who are the only players listed that played in 2011?,Adrian Lewis,csv/203-csv/20.csv,nt-9691,,,
who was the tallest delegate for miss dominican republic in 2002?,Amelia Victoria Vega Polanco,csv/203-csv/791.csv,nt-9692,,,
how long was it between the two consecutive arsenal games?,5 days,csv/203-csv/368.csv,nt-9693,,,
who was evicted in the first episode?,Sonia Chauhan|Bhanu Pratap Singh Rana|Neha Kapoor|Ankur Khanduja|Vicky Arora,csv/204-csv/472.csv,nt-9694,,,
how many of the courthouses in vermont are federal buildings?,2,csv/204-csv/749.csv,nt-9695,,,
what is the difference in height between garreth lodge and thomas pearson?,.15,csv/203-csv/418.csv,nt-9696,,,
how many teams played in the 2011 caf u-23 championship qualification?,14,csv/204-csv/324.csv,nt-9697,,,
how many games during this period did the phillies not win?,7,csv/203-csv/240.csv,nt-9698,,,
which award did hantu tinta and kuntilanak both receive?,Best Scary Scene,csv/203-csv/818.csv,nt-9699,,,
how many known champions have their been for the open?,6,csv/204-csv/764.csv,nt-9700,,,
who was the next consecutive woman to be executed after lynda lyon block?,Aileen Carol Wuornos,csv/204-csv/867.csv,nt-9701,,,
who is the last cyclist listed?,Yekatsiryna Barazna,csv/204-csv/552.csv,nt-9702,,,
what rank did the nation with the most total medals receive?,2,csv/204-csv/34.csv,nt-9703,,,
which chip has the highest frequency?,AT90S1200,csv/204-csv/416.csv,nt-9704,,,
what platform was used for the last title on this chart?,"Browsers, Tegra-powered tablets",csv/203-csv/836.csv,nt-9705,,,
how many different cities are the listed churches in?,7,csv/203-csv/387.csv,nt-9706,,,
largest victory,7-1,csv/203-csv/57.csv,nt-9707,,,
"which team had more titles, michigan state or colorado college?",Michigan State,csv/203-csv/502.csv,nt-9708,,,
how many non-qualifying games did he score in?,1,csv/203-csv/551.csv,nt-9709,,,
how many total non-fatal attacks by wolves have been recorded?,22,csv/204-csv/708.csv,nt-9710,,,
how many times did kansas beat kansas state before 1910?,7,csv/203-csv/703.csv,nt-9711,,,
how many total players were transferred to sun pegasus?,2,csv/204-csv/968.csv,nt-9712,,,
how many other symbols than kr are extended to the 30th?,1,csv/204-csv/39.csv,nt-9713,,,
what lift has the least passenger capacity per hour?,Bruno,csv/204-csv/907.csv,nt-9714,,,
how many total medals did brazil received?,4,csv/204-csv/302.csv,nt-9715,,,
what is the total number of jockeys listed here?,13,csv/204-csv/13.csv,nt-9716,,,
which year did no one win?,1959-60,csv/204-csv/242.csv,nt-9717,,,
what is the first single of the toadies?,Dig a Hole,csv/203-csv/751.csv,nt-9718,,,
in what year did ifk receive their best finish?,2005,csv/204-csv/42.csv,nt-9719,,,
"which game is older, mob rule or 25 to life?",Mob Rule,csv/204-csv/236.csv,nt-9720,,,
how many judges served as chief total?,8,csv/203-csv/563.csv,nt-9721,,,
marcus hellner and calle halfvarsson both came from which country?,Sweden,csv/204-csv/713.csv,nt-9722,,,
what team had the worst win/tie/loss record?,Portugal,csv/200-csv/4.csv,nt-9723,,,
what opponent is listed in the top of the table?,El Salvador,csv/204-csv/774.csv,nt-9724,,,
which train has the least speed?,RTS,csv/203-csv/154.csv,nt-9725,,,
count the number of venues and give the total.,12,csv/203-csv/411.csv,nt-9726,,,
how long has it been since the zebra finch diverged from humans?,301.7,csv/204-csv/358.csv,nt-9727,,,
what title is below dhaasippen or jothi malar?,Devakanya,csv/204-csv/961.csv,nt-9728,,,
"after nubarashen, which facility was designed for the biggest number of prisoners?",Kosh,csv/204-csv/414.csv,nt-9729,,,
does ca or ce have the higher position angle number?,CE,csv/204-csv/632.csv,nt-9730,,,
which tie number did not have any attendance?,8,csv/204-csv/846.csv,nt-9731,,,
what team finished at the top of all else and was finished as champions?,Louisville,csv/203-csv/200.csv,nt-9732,,,
only nation to earn exactly five total medals,Chinese Taipei,csv/204-csv/383.csv,nt-9733,,,
how many titles are more than one word long?,3,csv/204-csv/689.csv,nt-9734,,,
how many seasons were no goals scored?,2,csv/203-csv/789.csv,nt-9735,,,
how many communities are based in africa?,8,csv/204-csv/321.csv,nt-9736,,,
how many different clubs have won?,12,csv/204-csv/99.csv,nt-9737,,,
what was coleman domingo's first tv series?,Nash Bridges,csv/203-csv/797.csv,nt-9738,,,
what is the total number of mills named cheshunt?,3,csv/204-csv/929.csv,nt-9739,,,
what movie did sunil kumar desai star in before marma?,Parva,csv/204-csv/667.csv,nt-9740,,,
what are the total number of non-friendly competitions?,22,csv/203-csv/138.csv,nt-9741,,,
how many athletes only took 3:02 minutes to complete the heat?,12,csv/203-csv/160.csv,nt-9742,,,
how many stations have the same format as the station klfv?,1,csv/203-csv/657.csv,nt-9743,,,
name a year he placed at least 2nd in two competitions.,1999,csv/204-csv/298.csv,nt-9744,,,
nama player that rode a honda and also placed.,Tohru Ukawa,csv/203-csv/718.csv,nt-9745,,,
in which year did coy have the most combined tackles?,2002,csv/204-csv/957.csv,nt-9746,,,
"which has the least number of people served, black jack or jefferson city?",Jefferson City,csv/204-csv/863.csv,nt-9747,,,
how many kick off times are past 6:00 p.m.?,3,csv/204-csv/658.csv,nt-9748,,,
which wikimania conference has the least number of attendees?,Wikimania 2005,csv/203-csv/33.csv,nt-9749,,,
which event is the most recurring on this list?,Move Festival,csv/201-csv/18.csv,nt-9750,,,
in what country were the most games held?,Germany,csv/203-csv/138.csv,nt-9751,,,
which performance was last on this album?,Funky Roll Outro,csv/204-csv/906.csv,nt-9752,,,
which province has the most districts?,Badakhshan,csv/204-csv/704.csv,nt-9753,,,
total number of middle-earth video games published by melbourne house,5,csv/204-csv/398.csv,nt-9754,,,
which province in the dominican republic has the smallest area (in square kilometers)?,Distrito Nacional,csv/203-csv/152.csv,nt-9755,,,
which swecon has had the least guests of honor?,1998|1999,csv/203-csv/866.csv,nt-9756,,,
"who received more points, alex debon or toni elias?",Alex Debón,csv/204-csv/114.csv,nt-9757,,,
did the uk or the us manufacture the most canadian air forces planes?,US,csv/204-csv/161.csv,nt-9758,,,
what opponent was the only game that resulted in a tie?,Rice,csv/203-csv/828.csv,nt-9759,,,
what is the number of routes that intersect highway 91?,9,csv/203-csv/333.csv,nt-9760,,,
who was the opponent after hatsu kioki?,Kazuyuki Miyata,csv/203-csv/844.csv,nt-9761,,,
who is the top ranked runner of sweden?,Fredrik Lindström,csv/204-csv/664.csv,nt-9762,,,
how many metres is the tallest pylon?,113.6 m,csv/203-csv/375.csv,nt-9763,,,
how many different species were released in 1971?,3,csv/204-csv/869.csv,nt-9764,,,
how many times was 24 points or more achieved by an italian player before 2000?,6,csv/203-csv/871.csv,nt-9765,,,
how long has the highlander been lying in heswall boat yard according to the table?,10 years,csv/204-csv/33.csv,nt-9766,,,
how many competitors were under the age of 30?,5,csv/203-csv/711.csv,nt-9767,,,
which players have at least 4 in the europa league?,Garra Dembele|Daniel Mladenov|Ismail Isa,csv/204-csv/784.csv,nt-9768,,,
what is the total number of stations under the cbs network?,7,csv/204-csv/601.csv,nt-9769,,,
what are the total number of fights he has been in?,8,csv/204-csv/363.csv,nt-9770,,,
which bank has four times as many assets at taib yatirim bank?,Credit Agricole,csv/202-csv/236.csv,nt-9771,,,
name each of the years that taylor jensen was winner.,2009|2010,csv/204-csv/791.csv,nt-9772,,,
how many lifts are detach quads?,5,csv/204-csv/907.csv,nt-9773,,,
"what serial numbers travelled more than 440,000 kilometers?",1000|1002|1003|1004|1007|1010,csv/203-csv/27.csv,nt-9774,,,
what is the number of live-action american superhero movies released in 1978?,3,csv/203-csv/79.csv,nt-9775,,,
"before 1990, how many second places were obtained?",3,csv/203-csv/763.csv,nt-9776,,,
who was the last woman to win the title of miss northern ireland to achieve a top 30 placement at miss world?,Tiffany Brien,csv/203-csv/727.csv,nt-9777,,,
what is the number of finalists?,3,csv/203-csv/129.csv,nt-9778,,,
"which tramway was inaugurated first, the 3s aerial tramway or the aiguille du midi?",Aiguille du Midi,csv/203-csv/457.csv,nt-9779,,,
how many times has this actor only been nominated for an award?,6,csv/204-csv/948.csv,nt-9780,,,
who finished before nick heidfeld?,Jarno Trulli,csv/204-csv/740.csv,nt-9781,,,
how long was the match in which kaz was eliminated by robert roode?,05:32,csv/203-csv/277.csv,nt-9782,,,
how many opponents were played twice that season?,3,csv/204-csv/947.csv,nt-9783,,,
number of times buckwild produced a song:,8,csv/203-csv/228.csv,nt-9784,,,
when was the only 8th place?,2011/12,csv/204-csv/524.csv,nt-9785,,,
which nation won the same number of bronze medals as peru?,Venezuela,csv/204-csv/771.csv,nt-9786,,,
in which venue did he last compete in?,"Columbus Crew Stadium, Columbus, United States",csv/204-csv/774.csv,nt-9787,,,
who was the first player that the oilers picked?,Jesse Niinimäki,csv/203-csv/455.csv,nt-9788,,,
list each of the players from finland.,Jesse Niinimäki|Mikko Luoma,csv/203-csv/455.csv,nt-9789,,,
which role did victor buono play in surfside 6?,Mr. Beamish,csv/202-csv/276.csv,nt-9790,,,
how many songs were released after 1977?,10,csv/203-csv/830.csv,nt-9791,,,
which monarch is listed first?,James I 1231-1276,csv/203-csv/876.csv,nt-9792,,,
which team has the most championship wins?,Budivelnyk,csv/204-csv/874.csv,nt-9793,,,
how many iops can the ocz vertex 3 handle at most?,"Up to 60,000 IOPS",csv/204-csv/152.csv,nt-9794,,,
previous to 1977 how many greek leagues were champion?,6,csv/203-csv/391.csv,nt-9795,,,
which was the only competition to occur in china?,Beijing Marathon,csv/203-csv/370.csv,nt-9796,,,
which roster letter winner weighed the least?,Maurice F. Dunne,csv/204-csv/170.csv,nt-9797,,,
what week was the bye after?,5,csv/204-csv/662.csv,nt-9798,,,
"which candidate came in first place, with the most votes?",Feinstein,csv/203-csv/616.csv,nt-9799,,,
how many top 10 uk-charting singles did blue mink release?,4,csv/204-csv/672.csv,nt-9800,,,
who produced the most tracks?,Buckwild,csv/203-csv/228.csv,nt-9801,,,
what is the most number of games played by a team with at least one draw?,22,csv/203-csv/506.csv,nt-9802,,,
"what is the difference in size (cents) for tridecimal major third and whole tone, minor tone?",266.67,csv/203-csv/445.csv,nt-9803,,,
what is the total number of seats in the fourth duma?,448,csv/204-csv/599.csv,nt-9804,,,
"at the top of the table, list the categories given.",State|Incumbent|Party|Result|Candidates,csv/203-csv/817.csv,nt-9805,,,
how many countries have at least one athlete who ranks in the top 25?,11,csv/203-csv/211.csv,nt-9806,,,
how many albums are more than 3:30 long?,7,csv/204-csv/631.csv,nt-9807,,,
did france or croatia have a larger finals total?,France,csv/203-csv/600.csv,nt-9808,,,
what builder comes before ss&iw?,Edwards Rail Car Company,csv/204-csv/77.csv,nt-9809,,,
what is the total number of american drivers?,2,csv/203-csv/670.csv,nt-9810,,,
which team held first position during the 1993-94 season?,Dinamo Minsk,csv/203-csv/208.csv,nt-9811,,,
how many players were from the united states?,2,csv/203-csv/305.csv,nt-9812,,,
"greenland has been awarded only one time, what medal were they awarded?",Bronze,csv/204-csv/211.csv,nt-9813,,,
what team is next after dr congo?,Ethiopia,csv/204-csv/324.csv,nt-9814,,,
in what year was galen r. clagett first elected into the western maryland delegation?,2002,csv/203-csv/247.csv,nt-9815,,,
which team had the most consecutive wins?,India,csv/203-csv/255.csv,nt-9816,,,
which is the last african nation in the list?,Zimbabwe,csv/203-csv/296.csv,nt-9817,,,
what was the only grand slam where fabrice santoro reached as far as a quarterfinal?,Australian Open,csv/203-csv/827.csv,nt-9818,,,
what are the total number of times european junior championships is listed as the competition?,1,csv/203-csv/429.csv,nt-9819,,,
what was the name of the first episode of this show?,児童虐待からの脱出 渡り鳥になった二人,csv/204-csv/768.csv,nt-9820,,,
how long has the city of brattleboro's courthouse been in use?,97 years,csv/204-csv/749.csv,nt-9821,,,
what is the only role she played with broadcaster itv2?,Cynthia,csv/204-csv/903.csv,nt-9822,,,
what is the empowering legislation where the responsible minister is broadcasting and the category is ace?,Broadcasting Act 1989 (Part 4 and Schedule 1),csv/204-csv/988.csv,nt-9823,,,
what was the last locomotive?,Vyrnwy,csv/203-csv/213.csv,nt-9824,,,
what nation is ranked after russia?,Italy,csv/204-csv/308.csv,nt-9825,,,
top paid year?,2006,csv/203-csv/203.csv,nt-9826,,,
what role did kajal aggarwal play in which she had no name?,Govindudu Andarivadele,csv/203-csv/451.csv,nt-9827,,,
what is the average number of affiliates that a given network will have?,1,csv/204-csv/779.csv,nt-9828,,,
what's the difference in year dissolved between abingdon abbey and bardsey abbey?,0,csv/203-csv/550.csv,nt-9829,,,
what was the number of games played against the buccaneers this season?,2,csv/204-csv/755.csv,nt-9830,,,
how long was geir vidalin in office?,22 years,csv/203-csv/875.csv,nt-9831,,,
how many titles are on the album?,14,csv/203-csv/701.csv,nt-9832,,,
what was the least number of points a game was won by?,2,csv/204-csv/881.csv,nt-9833,,,
who shot the least at 40 yd,American,csv/204-csv/234.csv,nt-9834,,,
"in what year was the ""conference on computational complexity"" not held?",2003,csv/204-csv/916.csv,nt-9835,,,
name of horse that finished first in the 1997 kentucky derby,Silver Charm,csv/204-csv/13.csv,nt-9836,,,
which airport had more passengers handled than the united kingdom?,Netherlands - Amsterdam,csv/203-csv/340.csv,nt-9837,,,
how many years previous to 2010 was ireland a finalist?,6,csv/204-csv/136.csv,nt-9838,,,
which peaks are below 2500 meters in height?,Monte Baldo/Cima Valdritta|Cima Dodici|Chamechaude|Arcalod|Grigna Settentrionale|Monte Bondone|Col Nudo|Ellmauer Halt|Hochtor|Grimming|La Tournette|Zirbitzkogel,csv/204-csv/84.csv,nt-9839,,,
when did the second drop in the experiment fall?,February 1947,csv/200-csv/47.csv,nt-9840,,,
does the first name have at least 12 shelters?,yes,csv/204-csv/102.csv,nt-9841,,,
who was the previous tournament winner before andres romero at the september 29 salta open?,Marco Ruiz,csv/204-csv/865.csv,nt-9842,,,
what is the total number of level 4 seasons?,9,csv/204-csv/717.csv,nt-9843,,,
what is the average number of losses for the first three on the list?,10,csv/204-csv/623.csv,nt-9844,,,
what is the number of managerial changes that ttm samut sakhon made in 2009?,3,csv/204-csv/805.csv,nt-9845,,,
how many ships sunk?,9,csv/203-csv/557.csv,nt-9846,,,
"which team took a shorter amount of time, ukraine or united states?",Ukraine,csv/204-csv/735.csv,nt-9847,,,
how many models weighed between 100 and 200 grams?,7,csv/204-csv/878.csv,nt-9848,,,
which opponent was the last opponent to play at the soldier field?,Chicago Bears,csv/203-csv/383.csv,nt-9849,,,
which movie was also a film debut?,No Small Affair,csv/201-csv/36.csv,nt-9850,,,
what percentage of the poems are by unknown authors?,50%,csv/201-csv/31.csv,nt-9851,,,
which racing series has the highest total of winners?,NASCAR,csv/203-csv/364.csv,nt-9852,,,
how many directors were from 2000 to 2009?,5,csv/203-csv/141.csv,nt-9853,,,
which stadium holds the most people?,Wembley Stadium,csv/204-csv/392.csv,nt-9854,,,
"how long, in years, has the this world series been occurring?",7 years,csv/204-csv/983.csv,nt-9855,,,
previous to 2007 what tier was the team in?,Tier 5,csv/204-csv/42.csv,nt-9856,,,
how many swimmers clocked less than 1:53 mins to complete the race?,6,csv/204-csv/433.csv,nt-9857,,,
who is older--leonardo burian or darwin torres?,Leonardo Burián,csv/204-csv/753.csv,nt-9858,,,
how many canadian drivers finished in at least 10th position or better?,1,csv/204-csv/477.csv,nt-9859,,,
"which of these yachts did not launch in 2007: chutzpah, impeccable, or bear necessity?",Impeccable,csv/204-csv/431.csv,nt-9860,,,
how many horses started the breeders cup juvenile in 2013?,13,csv/204-csv/62.csv,nt-9861,,,
what was the first character she played in her first movie?,Tamar,csv/202-csv/74.csv,nt-9862,,,
how many groups do not follow a socialist ideology?,9,csv/203-csv/139.csv,nt-9863,,,
what was the first game of the year?,Trumpet,csv/204-csv/675.csv,nt-9864,,,
who was the last european woman to win the eindhoven marathon?,Agnes Hijman (NED),csv/203-csv/26.csv,nt-9865,,,
how many total gold medal have been given?,49,csv/203-csv/165.csv,nt-9866,,,
how many championships had at most 900 previous points.,13,csv/204-csv/651.csv,nt-9867,,,
what are the names of each temple in the city of naruto?,Ryōzen-ji (霊山寺)|Gokuraku-ji (極楽寺),csv/204-csv/841.csv,nt-9868,,,
how many times did v. venkatasubha reddiar serve in the assembly?,2,csv/204-csv/54.csv,nt-9869,,,
"which was added to the list first, the mccleary farm or the nordica homestead?",Nordica Homestead,csv/203-csv/649.csv,nt-9870,,,
who won the highest number of legs in the 2009 world matchplay?,Phil Taylor,csv/203-csv/460.csv,nt-9871,,,
how many games happened in 1987?,21,csv/204-csv/495.csv,nt-9872,,,
how many times was roger federer a runner-up?,2,csv/203-csv/359.csv,nt-9873,,,
which was the first episode to drop the average below 0.60?,9,csv/204-csv/958.csv,nt-9874,,,
how many medals were won by kenya?,2,csv/204-csv/849.csv,nt-9875,,,
who was the only draft pick from salem high school?,Jeff Juden,csv/203-csv/149.csv,nt-9876,,,
which year was the number of wins the highest?,2007-08,csv/203-csv/246.csv,nt-9877,,,
"uladzimir kazlou participated in two olympic games, but how many other competitions did he participate in between 2005 and 2013?",4,csv/203-csv/238.csv,nt-9878,,,
how many riders were not from the united states?,15,csv/203-csv/439.csv,nt-9879,,,
was james iii or sancho born in the year 1276?,Sancho,csv/203-csv/876.csv,nt-9880,,,
which opponent did he score the most goals against?,Estonia|Liechtenstein,csv/203-csv/179.csv,nt-9881,,,
how many teams entered adminstration before 2004?,32,csv/204-csv/923.csv,nt-9882,,,
"other than canada, name a country that had two athletes representing them.",Great Britain,csv/204-csv/422.csv,nt-9883,,,
did the broncos on september 29th win by less than 5 points?,yes,csv/204-csv/219.csv,nt-9884,,,
which year had the least amount of parts published?,2008,csv/203-csv/679.csv,nt-9885,,,
how many teams scored at least 17 goals?,5,csv/203-csv/171.csv,nt-9886,,,
what was the total attendance at the august 30 game against alabama?,"70,097",csv/204-csv/858.csv,nt-9887,,,
how many singles have a ranking of 1 under ger?,1,csv/201-csv/48.csv,nt-9888,,,
name the interval with its size greater than 40 steps.,perfect fifth,csv/203-csv/445.csv,nt-9889,,,
were there more tier fours than tier fives?,yes,csv/204-csv/532.csv,nt-9890,,,
who is the only player to get one point in the race?,Maurício Gugelmin,csv/204-csv/468.csv,nt-9891,,,
"julio rene martinez is from guatemala, what did he place in 2002?",2nd,csv/204-csv/555.csv,nt-9892,,,
how many films star eddie murphy?,2,csv/202-csv/122.csv,nt-9893,,,
how many teams had at least two drivers this season?,17,csv/204-csv/808.csv,nt-9894,,,
"other than 91.9, name a station that is mixed news and classical & roots, rock, and jazz.",98.3,csv/204-csv/258.csv,nt-9895,,,
what is the time of each of the athletes who are in the number 10 position in the rankings?,12.39,csv/203-csv/211.csv,nt-9896,,,
how many times did they participate in the olympic games?,1,csv/203-csv/28.csv,nt-9897,,,
how many appearances have no role listed?,2,csv/203-csv/756.csv,nt-9898,,,
"after western men's team win in 2007, who won the men's game next?",McGill,csv/203-csv/15.csv,nt-9899,,,
when was the last time she won first place?,2006,csv/203-csv/300.csv,nt-9900,,,
what are the number of times a competition took place in the united states?,5,csv/203-csv/245.csv,nt-9901,,,
what are the total number of times the soviet union is listed under the gold column?,4,csv/203-csv/554.csv,nt-9902,,,
is the metropolitan building or the lumber exchange building taller?,Metropolitan Building,csv/203-csv/105.csv,nt-9903,,,
what years had the most venues?,2013|2014,csv/204-csv/983.csv,nt-9904,,,
how many movies has ahsan been in?,9,csv/203-csv/18.csv,nt-9905,,,
which game had the most in attendance?,7 April 1993,csv/204-csv/691.csv,nt-9906,,,
"who had more drivers, team avanti or motaworld racing?",Team Avanti,csv/204-csv/808.csv,nt-9907,,,
who reigned before j-money?,Ric Converse,csv/204-csv/37.csv,nt-9908,,,
which party received the least votes,Natural Law,csv/203-csv/354.csv,nt-9909,,,
who was the first character on abc to be hiv positive?,Ryan White,csv/203-csv/293.csv,nt-9910,,,
how many neutral site games resulted in overtime (ot)?,4,csv/203-csv/343.csv,nt-9911,,,
what was the number of defenceman drafted before 1985?,2,csv/204-csv/327.csv,nt-9912,,,
which happened first: a closing date for australia or or an opening date for russia?,Russia,csv/203-csv/46.csv,nt-9913,,,
in how many years did the listed party have at least 10.0% share of votes?,4,csv/204-csv/690.csv,nt-9914,,,
whom is listed at the top of the chart?,^ Ma Ling-Yee,csv/204-csv/733.csv,nt-9915,,,
what is the total number of times that hateley scored in the uefa champions league?,3,csv/204-csv/691.csv,nt-9916,,,
what was the highest amount points scored by the 1987 syracuse football team?,52,csv/203-csv/720.csv,nt-9917,,,
how many times is harvard listed on the chart?,6,csv/204-csv/879.csv,nt-9918,,,
how many destinations does america west express serve?,2,csv/204-csv/215.csv,nt-9919,,,
"what are the only three census subdivisions that had a population over 1,000,000 in 2011?",Toronto|Montreal|Calgary,csv/203-csv/834.csv,nt-9920,,,
what come after rex f.,Djan Madruga,csv/204-csv/834.csv,nt-9921,,,
which country's teammates had the same total distances,Estonia,csv/204-csv/551.csv,nt-9922,,,
what is the last product represented in the chart?,Wolfram Alpha,csv/204-csv/870.csv,nt-9923,,,
how many times has ricky landell held the wsl title?,1,csv/204-csv/684.csv,nt-9924,,,
did pearl jam have more concerts in the u.s. or canada?,Canada,csv/203-csv/346.csv,nt-9925,,,
"how many times is ""psycho clown"" the winner?",3,csv/204-csv/212.csv,nt-9926,,,
how many teams had at least five players?,1,csv/204-csv/735.csv,nt-9927,,,
is the order # of top 10 more than that of top 7?,Yes,csv/204-csv/51.csv,nt-9928,,,
which pump had the top cop variation at 35 degrees celsius?,"Theoretical Carnot cycle limit, source 10 °C",csv/203-csv/195.csv,nt-9929,,,
which of the existing omnibus (1 or 2) would have the most pages?,Omnibus 2,csv/204-csv/648.csv,nt-9930,,,
"which was a higher round pick for rhp, the pick from the seattle mariners, baltimore orioles, los angeles dodgers, or the houston astros?",Baltimore Orioles,csv/203-csv/149.csv,nt-9931,,,
which lake is smaller in area km²? albigna lake or oeschinen lake?,Oeschinen Lake,csv/203-csv/302.csv,nt-9932,,,
how long did michel crauste serve as captain?,1961-1966,csv/204-csv/342.csv,nt-9933,,,
how long did nicole fessel take?,3:11.37,csv/204-csv/14.csv,nt-9934,,,
what's the number of silver medals did chile win?,2,csv/204-csv/232.csv,nt-9935,,,
which head coach had the most losses?,Paul Nix,csv/203-csv/593.csv,nt-9936,,,
how many 800m events?,2,csv/204-csv/364.csv,nt-9937,,,
what other panellinios basket coach shares the same first name as nikos nisiotis?,Nikos Pavlou,csv/203-csv/391.csv,nt-9938,,,
how many individuals held the office within this table?,5,csv/203-csv/705.csv,nt-9939,,,
how many times was finland the opponent?,3,csv/203-csv/384.csv,nt-9940,,,
"which game date only had a bit more than 20,000 in attendance?","December 2, 1956",csv/203-csv/478.csv,nt-9941,,,
hom many justices served above 10 years before retirement?,6,csv/203-csv/671.csv,nt-9942,,,
what are the number of staying councillors that the labour party had?,13,csv/204-csv/223.csv,nt-9943,,,
in what two races did chelsea williams earn the same rank?,2007 Banana Boat Women's Pro|2009 Banana Boat Women's Pro,csv/204-csv/791.csv,nt-9944,,,
how many yachts are on the list total?,82,csv/204-csv/431.csv,nt-9945,,,
what was the only game published by electronic arts?,Alice: Madness Returns,csv/203-csv/836.csv,nt-9946,,,
what was the last year of manufacture for these revolvers?,1875,csv/203-csv/253.csv,nt-9947,,,
what is the total number of dates listed?,6,csv/204-csv/569.csv,nt-9948,,,
how many proposed communities have no target date?,6,csv/204-csv/321.csv,nt-9949,,,
what is the number of awards she won total for the album whitney?,10,csv/203-csv/799.csv,nt-9950,,,
how many number of titles are listed for the year 1991?,1,csv/203-csv/788.csv,nt-9951,,,
"how many of the 7 tallest buildings in kanpur, india were built before 2010?",5,csv/204-csv/541.csv,nt-9952,,,
how many total riders rode a yamaha bike?,3,csv/203-csv/244.csv,nt-9953,,,
what are the total number of pillow pals on this chart?,30,csv/204-csv/111.csv,nt-9954,,,
what is the number of class 08 models whos voltage is 90 v,8,csv/204-csv/131.csv,nt-9955,,,
which manufacturer was used by the most riders?,Honda,csv/203-csv/718.csv,nt-9956,,,
which competition was shi dongpeng in before the world junior championships?,Asian Junior Championships,csv/203-csv/539.csv,nt-9957,,,
how many players were ranked on top of darren clarke,3,csv/203-csv/230.csv,nt-9958,,,
how many players that are represented in the top scorers chart are from england?,10,csv/204-csv/877.csv,nt-9959,,,
how many points did the team score against panama and colombia combined?,5,csv/203-csv/614.csv,nt-9960,,,
how long os the longest track on the album?,4:47,csv/203-csv/38.csv,nt-9961,,,
how many records does australia hold for pole vaulting?,11,csv/204-csv/678.csv,nt-9962,,,
which nation/nations won more medals than chile?,Peru|Venezuela,csv/204-csv/771.csv,nt-9963,,,
"which conference ws longer, 2008 or 2010?",2008,csv/204-csv/15.csv,nt-9964,,,
what is the total number of tracks on 2005 best of benassi bros. featuring dhany?,7,csv/203-csv/771.csv,nt-9965,,,
what was the first single that this music group released?,Melting Pot,csv/204-csv/672.csv,nt-9966,,,
how many consecutive escorts were in 1943?,7,csv/203-csv/764.csv,nt-9967,,,
who was the first person of the race to break the nine minute mark?,Thomas Chorny,csv/204-csv/849.csv,nt-9968,,,
what was the date of the last episode that was broadcast?,1 July 2012,csv/204-csv/958.csv,nt-9969,,,
how many commissioners have there been?,21,csv/203-csv/559.csv,nt-9970,,,
what is the total of new points that have been given?,780,csv/204-csv/651.csv,nt-9971,,,
who was the head after cosimo de' medici,Piero I de' Medici (Piero the Gouty),csv/203-csv/421.csv,nt-9972,,,
which motorcycle did garry mccoy use on his team?,Ilmor X3,csv/204-csv/162.csv,nt-9973,,,
how long is four hands in the metric system?,≈ 400 mm,csv/203-csv/802.csv,nt-9974,,,
what grand slam is after the australian open?,French Open,csv/203-csv/827.csv,nt-9975,,,
how many of timberline lodge's lifts were installed after 2000?,1,csv/204-csv/907.csv,nt-9976,,,
which title premiered directly after candalide?,Artamene,csv/204-csv/104.csv,nt-9977,,,
name all women who were executed in the same year as lois nadean smith.,Marilyn Kay Plantz|Wanda Jean Allen,csv/204-csv/867.csv,nt-9978,,,
number of teams that lost by three or fewer points in their final game of the tournament,5,csv/204-csv/288.csv,nt-9979,,,
what is the number of miles that number sr-3 has?,196.680,csv/204-csv/452.csv,nt-9980,,,
did atlantic coast conference or independent have a higher win percentage?,Independent,csv/203-csv/187.csv,nt-9981,,,
which country's team holds the track record for men's luge singles?,Germany,csv/203-csv/829.csv,nt-9982,,,
name the only medalist to receive a medal in the men's javelin throw,Jonni Myyrä,csv/204-csv/413.csv,nt-9983,,,
what first name is just previous to kempf?,Fritsch,csv/204-csv/734.csv,nt-9984,,,
please list the candidates that received over one thousand votes.,Martin O'Neill|Keith Brown|Alasdair Campbell|Paul Edie,csv/202-csv/224.csv,nt-9985,,,
what was the total number of years hal baird coached?,16,csv/203-csv/593.csv,nt-9986,,,
which country won the most bronze medals?,Ukraine,csv/204-csv/261.csv,nt-9987,,,
which country took the least amount of time?,Great Britain,csv/204-csv/204.csv,nt-9988,,,
"if david williams was chosen 208th overall, and greg schaum was chosen 186th, how many picks separate the two?",22,csv/204-csv/70.csv,nt-9989,,,
which conference school was founded earlier: bryan college or montreat college?,Montreat College,csv/203-csv/135.csv,nt-9990,,,
