question,answer,context,id,task,direction,size
What is the maximum of Col 5?,9,csv/0-csv/arithmetic_1688.csv,nt11729,arithmetic,col,"(10, 10)"
What is the minimum of Row 1?,3,csv/0-csv/arithmetic_1850.csv,nt11730,arithmetic,row,"(4, 4)"
List all items in Col 4,"L,L,M,R,T,C",csv/0-csv/item_4876.csv,nt11731,item,col,"(6, 6)"
What is the minimum of Col 3?,2,csv/0-csv/arithmetic_2381.csv,nt11732,arithmetic,col,"(6, 6)"
What is the minimum of Col 2?,2,csv/0-csv/arithmetic_4928.csv,nt11733,arithmetic,col,"(10, 10)"
List all items in Row 6,"D,L,T,E,N,Z",csv/0-csv/item_1926.csv,nt11734,item,row,"(6, 6)"
What is the minimum of Row 7?,2,csv/0-csv/arithmetic_1878.csv,nt11735,arithmetic,row,"(10, 10)"
List all items in Row 4,"C,A,E,Z,L,S",csv/0-csv/item_6091.csv,nt11736,item,row,"(6, 6)"
List all items in Row 10,"S,U,A,V,I,R,B,D,M,A",csv/0-csv/item_5598.csv,nt11737,item,row,"(10, 10)"
List all items in Col 4,"Y,B,T,F,C,W",csv/0-csv/item_4686.csv,nt11738,item,col,"(6, 6)"
What is the maximum of Col 3?,9,csv/0-csv/arithmetic_4900.csv,nt11739,arithmetic,col,"(4, 4)"
List all items in Col 2,"L,B,N,E,E,T,F,K",csv/0-csv/item_957.csv,nt11740,item,col,"(8, 8)"
What is the maximum of Row 3?,10,csv/0-csv/arithmetic_3909.csv,nt11741,arithmetic,row,"(12, 12)"
List all items in Row 7,"U,U,G,B,W,O,Q,J",csv/0-csv/item_3857.csv,nt11742,item,row,"(8, 8)"
List all items in Row 3,"U,V,T,J,U,F",csv/0-csv/item_2591.csv,nt11743,item,row,"(6, 6)"
List all items in Col 10,"U,I,N,N,V,H,R,G,L,O",csv/0-csv/item_1098.csv,nt11744,item,col,"(10, 10)"
What is the minimum of Row 1?,2,csv/0-csv/arithmetic_6871.csv,nt11745,arithmetic,row,"(6, 6)"
What is the minimum of Row 4?,2,csv/0-csv/arithmetic_929.csv,nt11746,arithmetic,row,"(12, 12)"
What is the maximum of Col 3?,8,csv/0-csv/arithmetic_6865.csv,nt11747,arithmetic,col,"(4, 4)"
List all items in Col 7,"L,W,D,N,Z,X,P,E,V,U",csv/0-csv/item_943.csv,nt11748,item,col,"(10, 10)"
List all items in Row 6,"S,S,Y,M,S,B,F,W,C,T",csv/0-csv/item_3843.csv,nt11749,item,row,"(10, 10)"
List all items in Col 3,"P,Y,U,Z",csv/0-csv/item_2585.csv,nt11750,item,col,"(4, 4)"
List all items in Row 2,"W,F,E,H,F,T,Z,O",csv/0-csv/item_4692.csv,nt11751,item,row,"(8, 8)"
What is the maximum of Col 4?,10,csv/0-csv/arithmetic_4914.csv,nt11752,arithmetic,col,"(12, 12)"
List all items in Col 3,"D,I,Q,O,J,B,H,M",csv/0-csv/item_1932.csv,nt11753,item,col,"(8, 8)"
List all items in Row 4,"S,S,U,P",csv/0-csv/item_6085.csv,nt11754,item,row,"(4, 4)"
What is the maximum of Row 7?,8,csv/0-csv/arithmetic_1887.csv,nt11755,arithmetic,row,"(8, 8)"
List all items in Row 6,"O,W,P,R,Z,V",csv/0-csv/item_1701.csv,nt11756,item,row,"(6, 6)"
What is the maximum of Row 3?,9,csv/0-csv/arithmetic_6130.csv,nt11757,arithmetic,row,"(4, 4)"
List all items in Row 1,"N,B,X,Q,R,M,K,J,R,B,Z,G",csv/0-csv/item_4679.csv,nt11758,item,row,"(12, 12)"
What is the maximum of Row 11?,10,csv/0-csv/arithmetic_5439.csv,nt11759,arithmetic,row,"(12, 12)"
What is the minimum of Col 2?,4,csv/0-csv/arithmetic_2356.csv,nt11760,arithmetic,col,"(6, 6)"
List all items in Col 1,"G,D,Q,M,I,D",csv/0-csv/item_3116.csv,nt11761,item,col,"(6, 6)"
What is the minimum of Row 10?,1,csv/0-csv/arithmetic_3048.csv,nt11762,arithmetic,row,"(10, 10)"
List all items in Row 1,"I,P,J,G,I,G,Y,Z,L,B",csv/0-csv/item_2208.csv,nt11763,item,row,"(10, 10)"
List all items in Col 6,"Z,S,W,D,R,G,I,S",csv/0-csv/item_5567.csv,nt11764,item,col,"(8, 8)"
What is the maximum of Row 7?,10,csv/0-csv/arithmetic_4727.csv,nt11765,arithmetic,row,"(8, 8)"
List all items in Row 3,"T,G,I,N,K,I",csv/0-csv/item_5201.csv,nt11766,item,row,"(6, 6)"
What is the minimum of Col 6?,3,csv/0-csv/arithmetic_4041.csv,nt11767,arithmetic,col,"(6, 6)"
List all items in Col 3,"K,I,C,W",csv/0-csv/item_770.csv,nt11768,item,col,"(4, 4)"
What is the minimum of Col 2?,1,csv/0-csv/arithmetic_2430.csv,nt11769,arithmetic,col,"(4, 4)"
List all items in Col 2,"E,X,L,H",csv/0-csv/item_3670.csv,nt11770,item,col,"(4, 4)"
What is the minimum of Row 4?,2,csv/0-csv/arithmetic_6656.csv,nt11771,arithmetic,row,"(6, 6)"
What is the minimum of Row 3?,1,csv/0-csv/arithmetic_1139.csv,nt11772,arithmetic,row,"(12, 12)"
List all items in Row 4,"R,Z,V,R,U,Q,D,S",csv/0-csv/item_1067.csv,nt11773,item,row,"(8, 8)"
List all items in Col 9,"C,G,E,F,F,L,P,B,T,H",csv/0-csv/item_6708.csv,nt11774,item,col,"(10, 10)"
What is the maximum of Row 5?,9,csv/0-csv/arithmetic_6642.csv,nt11775,arithmetic,row,"(8, 8)"
List all items in Row 9,"P,R,N,X,K,F,F,X,L,Q",csv/0-csv/item_1073.csv,nt11776,item,row,"(10, 10)"
List all items in Row 2,"U,A,A,H",csv/0-csv/item_5215.csv,nt11777,item,row,"(4, 4)"
What is the minimum of Row 2?,2,csv/0-csv/arithmetic_4055.csv,nt11778,arithmetic,row,"(4, 4)"
List all items in Col 1,"Z,T,I,C,N,Q,T,M,P,G,Y,Y",csv/0-csv/item_764.csv,nt11779,item,col,"(12, 12)"
What is the minimum of Col 6?,2,csv/0-csv/arithmetic_2424.csv,nt11780,arithmetic,col,"(12, 12)"
List all items in Row 3,"R,N,G,R,T,O,A,V,T,Z,M,E",csv/0-csv/item_3664.csv,nt11781,item,row,"(12, 12)"
What is the minimum of Row 2?,1,csv/0-csv/arithmetic_2342.csv,nt11782,arithmetic,row,"(8, 8)"
List all items in Row 8,"L,N,B,M,L,O,M,R",csv/0-csv/item_3102.csv,nt11783,item,row,"(8, 8)"
List all items in Col 5,"O,O,H,V,H,Y,T,P,I,J",csv/0-csv/item_5573.csv,nt11784,item,col,"(10, 10)"
What is the minimum of Row 1?,1,csv/0-csv/arithmetic_4733.csv,nt11785,arithmetic,row,"(10, 10)"
What is the maximum of Col 4?,10,csv/0-csv/arithmetic_1893.csv,nt11786,arithmetic,col,"(10, 10)"
List all items in Row 4,"K,L,E,Z",csv/0-csv/item_1715.csv,nt11787,item,row,"(4, 4)"
What is the minimum of Row 2?,1,csv/0-csv/arithmetic_6124.csv,nt11788,arithmetic,row,"(12, 12)"
What is the maximum of Col 1?,10,csv/0-csv/arithmetic_5405.csv,nt11789,arithmetic,col,"(4, 4)"
List all items in Row 1,"Q,E,F,E",csv/0-csv/item_4645.csv,nt11790,item,row,"(4, 4)"
List all items in Row 12,"F,K,U,J,T,G,U,X,U,Z,Z,C",csv/0-csv/item_2234.csv,nt11791,item,row,"(12, 12)"
What is the maximum of Row 5?,10,csv/0-csv/arithmetic_3074.csv,nt11792,arithmetic,row,"(12, 12)"
List all items in Col 2,"X,A,N,R,B,G,L,I",csv/0-csv/item_6052.csv,nt11793,item,col,"(8, 8)"
What is the minimum of Col 7?,2,csv/0-csv/arithmetic_1663.csv,nt11794,arithmetic,col,"(10, 10)"
What is the maximum of Row 4?,9,csv/0-csv/arithmetic_1105.csv,nt11795,arithmetic,row,"(4, 4)"
What is the maximum of Row 1?,9,csv/0-csv/arithmetic_732.csv,nt11796,arithmetic,row,"(8, 8)"
List all items in Row 10,"J,T,G,C,M,N,P,C,Q,S,F,M",csv/0-csv/item_6734.csv,nt11797,item,row,"(12, 12)"
List all items in Row 9,"F,C,N,D,O,D,O,O,A,O,A,V",csv/0-csv/item_3894.csv,nt11798,item,row,"(12, 12)"
List all items in Row 2,"A,X,G,O,S,U,A,A",csv/0-csv/item_2552.csv,nt11799,item,row,"(8, 8)"
What is the minimum of Col 3?,3,csv/0-csv/arithmetic_3712.csv,nt11800,arithmetic,col,"(8, 8)"
List all items in Col 3,"H,S,Z,E,V,M,D,P,J,P,G,U",csv/0-csv/item_994.csv,nt11801,item,col,"(12, 12)"
What is the maximum of Row 3?,8,csv/0-csv/arithmetic_5363.csv,nt11802,arithmetic,row,"(10, 10)"
List all items in Row 7,"X,H,N,D,X,S,Q,A,X,A",csv/0-csv/item_4123.csv,nt11803,item,row,"(10, 10)"
List all items in Row 2,"H,L,T,E",csv/0-csv/item_3880.csv,nt11804,item,row,"(4, 4)"
What is the minimum of Row 6?,1,csv/0-csv/arithmetic_4069.csv,nt11805,arithmetic,row,"(12, 12)"
List all items in Col 2,"W,F,S,S,N,N,I,N,U,P,T,L",csv/0-csv/item_5229.csv,nt11806,item,col,"(12, 12)"
List all items in Col 10,"V,N,X,Z,N,R,C,N,W,B",csv/0-csv/item_758.csv,nt11807,item,col,"(10, 10)"
List all items in Row 6,"S,S,S,O,M,I",csv/0-csv/item_2546.csv,nt11808,item,row,"(6, 6)"
What is the maximum of Row 2?,9,csv/0-csv/arithmetic_3706.csv,nt11809,arithmetic,row,"(6, 6)"
List all items in Col 5,"F,G,S,Q,U,Y,Q,B,O,P",csv/0-csv/item_3658.csv,nt11810,item,col,"(10, 10)"
What is the minimum of Col 6?,2,csv/0-csv/arithmetic_2418.csv,nt11811,arithmetic,col,"(10, 10)"
What is the minimum of Col 4?,1,csv/0-csv/arithmetic_5377.csv,nt11812,arithmetic,col,"(8, 8)"
List all items in Row 4,"X,V,O,O",csv/0-csv/item_980.csv,nt11813,item,row,"(4, 4)"
List all items in Col 3,"D,K,Z,B,G,T,O,B",csv/0-csv/item_4137.csv,nt11814,item,col,"(8, 8)"
What is the minimum of Row 6?,1,csv/0-csv/arithmetic_1111.csv,nt11815,arithmetic,row,"(6, 6)"
What is the minimum of Col 2?,2,csv/0-csv/arithmetic_726.csv,nt11816,arithmetic,col,"(6, 6)"
List all items in Row 1,"S,Q,L,M",csv/0-csv/item_6720.csv,nt11817,item,row,"(4, 4)"
List all items in Row 3,"F,O,X,P,Z,D",csv/0-csv/item_6046.csv,nt11818,item,row,"(6, 6)"
List all items in Col 6,"E,N,G,Y,O,V,D,Q,S,Y,X,N",csv/0-csv/item_1729.csv,nt11819,item,col,"(12, 12)"
What is the minimum of Col 4?,2,csv/0-csv/arithmetic_1677.csv,nt11820,arithmetic,col,"(8, 8)"
What is the minimum of Row 7?,1,csv/0-csv/arithmetic_6118.csv,nt11821,arithmetic,row,"(10, 10)"
What is the minimum of Col 2?,1,csv/0-csv/arithmetic_5411.csv,nt11822,arithmetic,col,"(6, 6)"
List all items in Col 2,"O,C,B,H,F,D",csv/0-csv/item_4651.csv,nt11823,item,col,"(6, 6)"
List all items in Row 4,"P,D,E,X",csv/0-csv/item_2220.csv,nt11824,item,row,"(4, 4)"
What is the minimum of Row 2?,1,csv/0-csv/arithmetic_3060.csv,nt11825,arithmetic,row,"(4, 4)"
List all items in Row 1,"E,K,U,D,G,U,G,G,T,N,F,U",csv/0-csv/item_4889.csv,nt11826,item,row,"(12, 12)"
List all items in Col 2,"N,H,W,W,M,W",csv/0-csv/item_6721.csv,nt11827,item,col,"(6, 6)"
What is the maximum of Col 2?,7,csv/0-csv/arithmetic_727.csv,nt11828,arithmetic,col,"(8, 8)"
What is the maximum of Col 1?,7,csv/0-csv/arithmetic_1110.csv,nt11829,arithmetic,col,"(4, 4)"
List all items in Col 2,"H,H,C,N,K,R",csv/0-csv/item_4136.csv,nt11830,item,col,"(6, 6)"
What is the minimum of Col 2?,3,csv/0-csv/arithmetic_5376.csv,nt11831,arithmetic,col,"(6, 6)"
List all items in Row 1,"D,B,D,F,O,X",csv/0-csv/item_981.csv,nt11832,item,row,"(6, 6)"
What is the maximum of Row 9?,9,csv/0-csv/arithmetic_2419.csv,nt11833,arithmetic,row,"(12, 12)"
List all items in Row 4,"G,D,S,B,T,X,T,M,O,X,A,Q",csv/0-csv/item_3659.csv,nt11834,item,row,"(12, 12)"
What is the maximum of Row 2?,10,csv/0-csv/arithmetic_3707.csv,nt11835,arithmetic,row,"(8, 8)"
List all items in Row 1,"R,F,I,O,P,A,E,D",csv/0-csv/item_2547.csv,nt11836,item,row,"(8, 8)"
List all items in Col 1,"M,F,J,E,A,G,L,Q,M,X,S,G",csv/0-csv/item_759.csv,nt11837,item,col,"(12, 12)"
List all items in Row 8,"Y,Z,Y,V,D,J,J,Z,Z,O",csv/0-csv/item_5228.csv,nt11838,item,row,"(10, 10)"
List all items in Col 2,"V,Q,Z,E,W,C",csv/0-csv/item_3881.csv,nt11839,item,col,"(6, 6)"
What is the maximum of Row 10?,10,csv/0-csv/arithmetic_4068.csv,nt11840,arithmetic,row,"(10, 10)"
What is the minimum of Row 3?,2,csv/0-csv/arithmetic_3061.csv,nt11841,arithmetic,row,"(6, 6)"
List all items in Col 7,"A,Y,W,S,U,Y,S,P,A,V",csv/0-csv/item_4888.csv,nt11842,item,col,"(10, 10)"
List all items in Row 4,"Q,Y,L,U,S,J",csv/0-csv/item_2221.csv,nt11843,item,row,"(6, 6)"
List all items in Row 4,"J,K,H,U",csv/0-csv/item_4650.csv,nt11844,item,row,"(4, 4)"
What is the maximum of Row 1?,9,csv/0-csv/arithmetic_5410.csv,nt11845,arithmetic,row,"(4, 4)"
What is the minimum of Row 4?,2,csv/0-csv/arithmetic_6119.csv,nt11846,arithmetic,row,"(12, 12)"
What is the maximum of Row 2?,9,csv/0-csv/arithmetic_1676.csv,nt11847,arithmetic,row,"(6, 6)"
List all items in Row 3,"A,D,Z,G,H,Z,K,G,W,V",csv/0-csv/item_1728.csv,nt11848,item,row,"(10, 10)"
List all items in Row 8,"H,E,P,F,B,Y,L,K",csv/0-csv/item_6047.csv,nt11849,item,row,"(8, 8)"
What is the maximum of Row 6?,10,csv/0-csv/arithmetic_1662.csv,nt11850,arithmetic,row,"(8, 8)"
List all items in Col 6,"V,I,V,I,D,U,G,Y,B,U",csv/0-csv/item_6053.csv,nt11851,item,col,"(10, 10)"
What is the maximum of Row 2?,5,csv/0-csv/arithmetic_3075.csv,nt11852,arithmetic,row,"(4, 4)"
List all items in Col 3,"S,G,V,J",csv/0-csv/item_2235.csv,nt11853,item,col,"(4, 4)"
List all items in Col 6,"P,Q,B,F,F,Z,W,Z,C,F,H,E",csv/0-csv/item_4644.csv,nt11854,item,col,"(12, 12)"
What is the maximum of Row 8?,10,csv/0-csv/arithmetic_5404.csv,nt11855,arithmetic,row,"(12, 12)"
List all items in Row 3,"W,A,Q,T,E,U,E,X",csv/0-csv/item_4122.csv,nt11856,item,row,"(8, 8)"
List all items in Col 1,"Z,S,J,W",csv/0-csv/item_995.csv,nt11857,item,col,"(4, 4)"
What is the minimum of Col 5?,2,csv/0-csv/arithmetic_5362.csv,nt11858,arithmetic,col,"(8, 8)"
What is the maximum of Col 3?,10,csv/0-csv/arithmetic_3713.csv,nt11859,arithmetic,col,"(10, 10)"
List all items in Row 5,"C,D,U,D,Y,E,D,F,Z,O",csv/0-csv/item_2553.csv,nt11860,item,row,"(10, 10)"
List all items in Col 1,"T,I,F,H",csv/0-csv/item_3895.csv,nt11861,item,col,"(4, 4)"
List all items in Col 1,"C,Q,C,L",csv/0-csv/item_6735.csv,nt11862,item,col,"(4, 4)"
What is the minimum of Row 3?,3,csv/0-csv/arithmetic_733.csv,nt11863,arithmetic,row,"(10, 10)"
What is the minimum of Col 9?,1,csv/0-csv/arithmetic_1104.csv,nt11864,arithmetic,col,"(12, 12)"
List all items in Row 2,"K,D,K,N",csv/0-csv/item_3665.csv,nt11865,item,row,"(4, 4)"
What is the minimum of Row 3?,4,csv/0-csv/arithmetic_2425.csv,nt11866,arithmetic,row,"(4, 4)"
List all items in Col 1,"F,F,Q,X",csv/0-csv/item_765.csv,nt11867,item,col,"(4, 4)"
What is the maximum of Col 11?,10,csv/0-csv/arithmetic_4054.csv,nt11868,arithmetic,col,"(12, 12)"
List all items in Col 9,"S,M,K,I,V,D,S,V,E,I,J,T",csv/0-csv/item_5214.csv,nt11869,item,col,"(12, 12)"
List all items in Row 7,"R,S,T,I,B,Y,G,M",csv/0-csv/item_1072.csv,nt11870,item,row,"(8, 8)"
What is the minimum of Col 5?,1,csv/0-csv/arithmetic_6643.csv,nt11871,arithmetic,col,"(10, 10)"
What is the maximum of Row 1?,10,csv/0-csv/arithmetic_6125.csv,nt11872,arithmetic,row,"(4, 4)"
List all items in Row 12,"L,E,S,W,F,A,I,L,E,J,B,W",csv/0-csv/item_1714.csv,nt11873,item,row,"(12, 12)"
What is the minimum of Row 3?,1,csv/0-csv/arithmetic_1892.csv,nt11874,arithmetic,row,"(8, 8)"
What is the maximum of Col 3?,9,csv/0-csv/arithmetic_4732.csv,nt11875,arithmetic,col,"(8, 8)"
List all items in Col 1,"S,U,X,S,D,A,C,J",csv/0-csv/item_5572.csv,nt11876,item,col,"(8, 8)"
List all items in Col 1,"B,I,R,M,N,V,Y,N,R,P",csv/0-csv/item_3103.csv,nt11877,item,col,"(10, 10)"
What is the maximum of Col 8?,10,csv/0-csv/arithmetic_2343.csv,nt11878,arithmetic,col,"(10, 10)"
What is the minimum of Row 3?,5,csv/0-csv/arithmetic_4726.csv,nt11879,arithmetic,row,"(6, 6)"
List all items in Row 2,"Z,H,G,U,B,B",csv/0-csv/item_5566.csv,nt11880,item,row,"(6, 6)"
List all items in Row 6,"P,W,B,W,M,K,S,O,U,N,X,I",csv/0-csv/item_2209.csv,nt11881,item,row,"(12, 12)"
What is the maximum of Col 12?,10,csv/0-csv/arithmetic_3049.csv,nt11882,arithmetic,col,"(12, 12)"
List all items in Row 3,"I,D,P,G,Y,I,Q,N",csv/0-csv/item_3117.csv,nt11883,item,row,"(8, 8)"
What is the maximum of Row 8?,10,csv/0-csv/arithmetic_2357.csv,nt11884,arithmetic,row,"(8, 8)"
What is the maximum of Col 7?,10,csv/0-csv/arithmetic_5438.csv,nt11885,arithmetic,col,"(10, 10)"
List all items in Row 9,"P,G,X,I,X,B,R,F,W,F",csv/0-csv/item_4678.csv,nt11886,item,row,"(10, 10)"
What is the minimum of Row 6?,1,csv/0-csv/arithmetic_6131.csv,nt11887,arithmetic,row,"(6, 6)"
List all items in Col 2,"H,L,Z,J",csv/0-csv/item_1700.csv,nt11888,item,col,"(4, 4)"
What is the maximum of Row 4?,10,csv/0-csv/arithmetic_1886.csv,nt11889,arithmetic,row,"(6, 6)"
List all items in Row 10,"Z,L,H,H,A,F,F,G,P,E,X,H",csv/0-csv/item_6709.csv,nt11890,item,row,"(12, 12)"
List all items in Row 4,"N,N,N,B,N,J",csv/0-csv/item_1066.csv,nt11891,item,row,"(6, 6)"
What is the maximum of Col 8?,10,csv/0-csv/arithmetic_1138.csv,nt11892,arithmetic,col,"(10, 10)"
What is the maximum of Col 8?,8,csv/0-csv/arithmetic_6657.csv,nt11893,arithmetic,col,"(8, 8)"
List all items in Row 3,"U,V,N,G,T,N",csv/0-csv/item_3671.csv,nt11894,item,row,"(6, 6)"
What is the maximum of Row 4?,9,csv/0-csv/arithmetic_2431.csv,nt11895,arithmetic,row,"(6, 6)"
List all items in Row 1,"J,K,H,R,C,A",csv/0-csv/item_771.csv,nt11896,item,row,"(6, 6)"
What is the minimum of Row 3?,1,csv/0-csv/arithmetic_4040.csv,nt11897,arithmetic,row,"(4, 4)"
List all items in Col 1,"R,Z,I,I",csv/0-csv/item_5200.csv,nt11898,item,col,"(4, 4)"
List all items in Col 2,"C,Q,K,D,R,W,H,K,M,I,J,H",csv/0-csv/item_2584.csv,nt11899,item,col,"(12, 12)"
List all items in Col 2,"C,Z,O,C,U,G,X,U",csv/0-csv/item_3842.csv,nt11900,item,col,"(8, 8)"
List all items in Col 6,"L,V,Z,J,K,I,M,V",csv/0-csv/item_942.csv,nt11901,item,col,"(8, 8)"
What is the minimum of Col 8?,1,csv/0-csv/arithmetic_6864.csv,nt11902,arithmetic,col,"(12, 12)"
List all items in Row 9,"Q,Z,A,V,G,J,G,Z,C,J,P,A",csv/0-csv/item_6084.csv,nt11903,item,row,"(12, 12)"
List all items in Row 4,"B,E,W,Z,B,K,F,U,Z,F",csv/0-csv/item_1933.csv,nt11904,item,row,"(10, 10)"
What is the minimum of Row 1?,1,csv/0-csv/arithmetic_4915.csv,nt11905,arithmetic,row,"(4, 4)"
List all items in Col 10,"V,A,L,J,X,A,K,B,I,M",csv/0-csv/item_4693.csv,nt11906,item,col,"(10, 10)"
What is the minimum of Row 6?,1,csv/0-csv/arithmetic_4901.csv,nt11907,arithmetic,row,"(6, 6)"
List all items in Row 1,"Q,F,H,R,S,U,Q,R",csv/0-csv/item_4687.csv,nt11908,item,row,"(8, 8)"
List all items in Row 1,"O,X,Z,C,X,Y,C,Z,Z,C,O,B",csv/0-csv/item_5599.csv,nt11909,item,row,"(12, 12)"
What is the maximum of Col 2?,10,csv/0-csv/arithmetic_1879.csv,nt11910,arithmetic,col,"(12, 12)"
List all items in Row 4,"P,W,T,P",csv/0-csv/item_6090.csv,nt11911,item,row,"(4, 4)"
List all items in Col 4,"O,B,A,X,K,K,C,J",csv/0-csv/item_1927.csv,nt11912,item,col,"(8, 8)"
What is the maximum of Row 4?,9,csv/0-csv/arithmetic_928.csv,nt11913,arithmetic,row,"(10, 10)"
List all items in Col 7,"D,U,I,D,A,V,X,P,I,Q,P,J",csv/0-csv/item_1099.csv,nt11914,item,col,"(12, 12)"
What is the minimum of Col 1?,1,csv/0-csv/arithmetic_6870.csv,nt11915,arithmetic,col,"(4, 4)"
List all items in Row 1,"X,R,Z,T",csv/0-csv/item_2590.csv,nt11916,item,row,"(4, 4)"
List all items in Row 6,"N,I,G,Q,H,I",csv/0-csv/item_3856.csv,nt11917,item,row,"(6, 6)"
What is the maximum of Col 8?,9,csv/0-csv/arithmetic_3908.csv,nt11918,arithmetic,col,"(10, 10)"
List all items in Row 3,"H,S,J,Q,F,S",csv/0-csv/item_956.csv,nt11919,item,row,"(6, 6)"
List all items in Col 2,"A,X,Y,Y,X,O",csv/0-csv/item_6906.csv,nt11920,item,col,"(6, 6)"
What is the maximum of Row 2?,9,csv/0-csv/arithmetic_900.csv,nt11921,arithmetic,row,"(4, 4)"
What is the minimum of Row 1?,3,csv/0-csv/arithmetic_6680.csv,nt11922,arithmetic,row,"(4, 4)"
What is the maximum of Row 6?,9,csv/0-csv/arithmetic_6858.csv,nt11923,arithmetic,row,"(10, 10)"
What is the minimum of Row 1?,1,csv/0-csv/arithmetic_4097.csv,nt11924,arithmetic,row,"(8, 8)"
What is the minimum of Col 6?,2,csv/0-csv/arithmetic_5389.csv,nt11925,arithmetic,col,"(12, 12)"
What is the minimum of Col 1?,7,csv/0-csv/arithmetic_3920.csv,nt11926,arithmetic,col,"(4, 4)"
What is the maximum of Row 5?,10,csv/0-csv/arithmetic_4929.csv,nt11927,arithmetic,row,"(12, 12)"
What is the minimum of Col 3?,1,csv/0-csv/arithmetic_2380.csv,nt11928,arithmetic,col,"(4, 4)"
List all items in Col 8,"W,M,X,S,Q,G,L,K",csv/0-csv/item_4877.csv,nt11929,item,col,"(8, 8)"
What is the minimum of Row 3?,1,csv/0-csv/arithmetic_1851.csv,nt11930,arithmetic,row,"(6, 6)"
What is the minimum of Col 11?,1,csv/0-csv/arithmetic_1689.csv,nt11931,arithmetic,col,"(12, 12)"
What is the minimum of Col 4?,2,csv/0-csv/arithmetic_1845.csv,nt11932,arithmetic,col,"(4, 4)"
What is the minimum of Col 1?,1,csv/0-csv/arithmetic_2394.csv,nt11933,arithmetic,col,"(12, 12)"
List all items in Col 6,"H,L,U,F,P,R,Z,L,J,F",csv/0-csv/item_4863.csv,nt11934,item,col,"(10, 10)"
What is the maximum of Row 8?,9,csv/0-csv/arithmetic_4083.csv,nt11935,arithmetic,row,"(10, 10)"
What is the maximum of Col 5?,10,csv/0-csv/arithmetic_3934.csv,nt11936,arithmetic,col,"(12, 12)"
List all items in Col 8,"J,J,P,G,Q,M,H,B",csv/0-csv/item_6912.csv,nt11937,item,col,"(8, 8)"
What is the maximum of Col 10?,10,csv/0-csv/arithmetic_914.csv,nt11938,arithmetic,col,"(12, 12)"
What is the minimum of Row 3?,2,csv/0-csv/arithmetic_6694.csv,nt11939,arithmetic,row,"(12, 12)"
List all items in Col 4,"C,D,F,I",csv/0-csv/item_6245.csv,nt11940,item,col,"(4, 4)"
What is the maximum of Col 2?,10,csv/0-csv/arithmetic_243.csv,nt11941,arithmetic,col,"(10, 10)"
What is the maximum of Col 1?,10,csv/0-csv/arithmetic_1474.csv,nt11942,arithmetic,col,"(12, 12)"
What is the maximum of Row 6?,9,csv/0-csv/arithmetic_5612.csv,nt11943,arithmetic,row,"(8, 8)"
List all items in Row 2,"J,T,Q,A,S,S,I,S",csv/0-csv/item_4452.csv,nt11944,item,row,"(8, 8)"
List all items in Col 10,"Z,S,J,J,G,U,Y,H,Z,J,H,I",csv/0-csv/item_5994.csv,nt11945,item,col,"(12, 12)"
List all items in Col 1,"H,B,N,Q,W,J,M,D,S,L",csv/0-csv/item_2023.csv,nt11946,item,col,"(10, 10)"
What is the maximum of Col 8?,10,csv/0-csv/arithmetic_3263.csv,nt11947,arithmetic,col,"(10, 10)"
List all items in Row 3,"C,Q,Q,O",csv/0-csv/item_2745.csv,nt11948,item,row,"(4, 4)"
What is the minimum of Col 1?,1,csv/0-csv/arithmetic_3505.csv,nt11949,arithmetic,col,"(4, 4)"
What is the minimum of Row 5?,1,csv/0-csv/arithmetic_5174.csv,nt11950,arithmetic,row,"(12, 12)"
List all items in Row 5,"I,K,B,B,Y,R,A,J,B,G,W,Q",csv/0-csv/item_4334.csv,nt11951,item,row,"(12, 12)"
What is the minimum of Row 3?,2,csv/0-csv/arithmetic_1312.csv,nt11952,arithmetic,row,"(8, 8)"
What is the minimum of Row 2?,2,csv/0-csv/arithmetic_525.csv,nt11953,arithmetic,row,"(4, 4)"
List all items in Col 8,"N,A,H,T,R,T,I,B,R,G",csv/0-csv/item_6523.csv,nt11954,item,col,"(10, 10)"
What is the maximum of Row 2?,8,csv/0-csv/arithmetic_6469.csv,nt11955,arithmetic,row,"(12, 12)"
What is the maximum of Row 5?,9,csv/0-csv/arithmetic_1306.csv,nt11956,arithmetic,row,"(6, 6)"
What is the minimum of Col 1?,1,csv/0-csv/arithmetic_531.csv,nt11957,arithmetic,col,"(6, 6)"
List all items in Row 5,"N,U,P,T,C,I,O,G,M,S",csv/0-csv/item_1258.csv,nt11958,item,row,"(10, 10)"
List all items in Col 4,"T,U,Q,L,Y,T,G,X",csv/0-csv/item_6537.csv,nt11959,item,col,"(8, 8)"
List all items in Col 1,"N,Y,A,Q,S,R",csv/0-csv/item_2751.csv,nt11960,item,col,"(6, 6)"
What is the maximum of Col 2?,10,csv/0-csv/arithmetic_3511.csv,nt11961,arithmetic,col,"(6, 6)"
What is the maximum of Row 3?,9,csv/0-csv/arithmetic_5160.csv,nt11962,arithmetic,row,"(4, 4)"
List all items in Col 12,"Q,D,C,N,V,A,F,W,C,D,S,F",csv/0-csv/item_2989.csv,nt11963,item,col,"(12, 12)"
List all items in Row 1,"C,O,R,J",csv/0-csv/item_4320.csv,nt11964,item,row,"(4, 4)"
What is the minimum of Col 6?,4,csv/0-csv/arithmetic_5606.csv,nt11965,arithmetic,col,"(6, 6)"
